Language,URL,Released Year,Programming Paradigm,Computational Class,Usability,Technical Characteristics,Specific Language Types or Features,Abstract
Nandarin,https://esolangs.org/wiki/Nandarin,,,finite state automata,output only,,languages,"Language by User:Whtspc, based on nand-logic like his earlier language ferNANDo"
Tonoco,https://esolangs.org/wiki/Tonoco,2013,object-oriented paradigm,unknown computational class,implemented,stack-based,languages,Tonoco is an Esoteric programming language by user:David.werecat which forms a network of boxes and has only three instructions.
Derplang,https://esolangs.org/wiki/Derplang,2013,,turing complete,implemented,,languages,"derplang is an esoteric language, created by JesseH in 2013. It is pronounced derp-ling or derpling. The goal was to create a language that is somewhat confusing and hard to remember, and to give Hobbyist Programmers a fresh new way to travel their text editor. This is because a derplang script was intentionally to be all on one line, so that you have to scroll left and right, instead of up and down. However if you absolutely have to, you have divide them among multiple lines."
Lhooq,https://esolangs.org/wiki/Lhooq,,,,,,languages,"lhooq is a language created by user:Xifeng for describing systems like the Digicomp II toy computers. Programs take the form of relational tables, the representation of which is implementation-dependent. For the purpose of writing and discussing lhooq code, csv format is most convenient. The name of the language comes from the header that begins all csv-format lhooq programs, establishing the four fields 'l' (Line), 'h' (Head), oo (Other Option), and 'q' (Q value, from flip-flop terminology)."
Derpcode,https://esolangs.org/wiki/Derpcode,2013,,,implemented,cell-based,languages; brainfuck_derivatives,"derpcode is a tape-based esoteric programming language based on internet slang. derpcode consists of two objects: a one-ended tape of zero-initialized binary values, and a pointer."
WARP,https://esolangs.org/wiki/WARP,2013,object-oriented paradigm,,implemented,,languages,"WARP is an object and stack based language, created by User:Aldous zodiac (talk) in May 2013. All numerics are signed, integral and expressed in hexatridecimal (base 36) notation, unless the radix system is changed within an executing program. WARP is a (weak) recursive acronym, WARP And Run Program - so called because it is expected that interpreters randomize 
the source program after each command is executed."
Binaryfuck,https://esolangs.org/wiki/Binaryfuck,2013,,,implemented,,languages; brainfuck equivalents,"Binaryfuck is a spinoff of the most famous esoteric programming language Brainfuck, created by User:TastyToast."
DL,https://esolangs.org/wiki/DL,2013,,,implemented,,languages; high-level,"DL is an esoteric programming language, created and implemented by User:Disa. DL source files can be compiled to Windows Executable files."
Chicken,https://esolangs.org/wiki/Chicken,2013,,turing complete,implemented; non-interactive io,stack-based,languages,"Chicken is an esoteric programming language by Torbjörn Söderstedt, in which ""chicken"" is the only valid symbol."
KEMURI,https://esolangs.org/wiki/KEMURI,2006,,,implemented; output only; total,stack-based,languages,KEMURI is a stack-based language with just six commands:
Myth,https://esolangs.org/wiki/Myth,2013,,turing complete; turing tarpits,implemented,,languages; low-level,"Myth is a minimalist Turing-complete non-deterministic esoteric programming language based on the string-rewriting paradigm. Its reference implementation was created by User:Plugnburn for 140byt.es contest in JavaScript (ECMAScript 5 standard) on July 30, 2013 and is only 137 bytes long."
Ririsu,https://esolangs.org/wiki/Ririsu,2013,,turing complete,implemented,stack-based,languages,"Ririsu is a small, untyped and stack-based concatenative language
with some more interesting features like dynamic scoping and occasional
purity. The language is under active development, and some features
have not been implemented yet, like concurrency."
Impera,https://esolangs.org/wiki/Impera,2013,,turing complete; turing tarpits,implemented,cell-based,languages; low-level,"Impera is an esoteric programming language that takes the imperative programming to its absolute minimum. It was created by User:Plugnburn on August 5, 2013 for 140byt.es contest with the goal to create an imperative language interpreter as small as possible in JS while keeping it Turing-complete."
Commercial,https://esolangs.org/wiki/Commercial,2013,,,implemented,,languages; thematic; high-level,"This language is based off, as the title implies, TV commercials. This language was created by User:Poolala. It's probably Turing complete, but there's no formal proof."
Brainfact,https://esolangs.org/wiki/Brainfact,2013,,,,cell-based,languages; brainfuck derivatives,"This language is similar to Brainfuck, but with a twist. This language was created by User:Poolala."
STXTRM,https://esolangs.org/wiki/STXTRM,2013,,turing complete; turing tarpits,implemented,stack-based,languages; low-level,"STXTRM (pronounced as ""StackStream"") is a minimalist self-modifying, stack-based esoteric programming language. It was designed as a direct successor to MSM and created by User:Plugnburn on August 9, 2013 along with its reference implementation."
RISBF,https://esolangs.org/wiki/RISBF,2013,,turing complete,implemented,cell-based,languages; brainfuck equivalents; low-level,"RISBF is a brainfuck equivalent with only 4 characters. RISBF stands for Reduced Instruction Set Brain Fuck and was created by Michael Gianfreda,  Aug. 14, 2013. A RISBF variant is tinyBF."
Somnypna,https://esolangs.org/wiki/Somnypna,2013,object-oriented paradigm,,unimplemented,,languages; low-level,"Somnypna is an esoteric programming language created on 2013-8-14 by Peter Berg. He wrote it while he was extremely sleep-deprived and did not remember the act of writing it when he woke up later that day. Somnypna is his first esolang. The name is a combination of the Greek and Latin roots which both mean ""sleep."""
Paintfuck+,https://esolangs.org/wiki/Paintfuck+,2013,,,,cell-based,brainfuck derivatives; languages,"This language is by User:Poolala, and is an extension of the Paintfuck language.
Each cell is represented as an RGB code, and the colors wrap. (FF to 00, 00 to FF)
The cell array is the same as Paintfuck's.
The operations are:"
Bitfuck,https://esolangs.org/wiki/Bitfuck,2013,,turing complete; turing tarpits,implemented,cell-based,languages; low-level; brainfuck derivatives,"Bitfuck is a boolfuck equivalent with only 4 characters. It is similar to RISBF, but operating only on bits."
Triskaidekalogophilia,https://esolangs.org/wiki/Triskaidekalogophilia,2013,,,implemented,,languages,"Triskaidekalogophilia is an esolang with only 9 commands that only allow string manipulation. The commands can add, delete or change characters within a string. The name derives from the words describing the love of the number 13 and the love of words."
StackBeat,https://esolangs.org/wiki/StackBeat,2013,,,implemented,stack-based,languages; low-level,"StackBeat is a specialized stack-based esoteric programming language. It was designed with the goal to combine a compact stack machine implementation with the wonders of raw sound synthesis using the Bytebeat technique. The first working StackBeat implementation was created by User:Plugnburn on August 21, 2013, then it was updated on August 26, 2013 to its current state."
Stackstack,https://esolangs.org/wiki/Stackstack,,,turing complete,implemented,stack-based,languages,"Stackstack is a stack-based programming language made in 2013 by User:T.J.S.1 at 15 years old. It can be described as a Forth-like language. The language began with one main interpreter written in Javascript, but more is being worked on."
